Title,Author,ISBN-13,Year,Original Publisher,Updated Edition,Publisher/Stable URL,MLA 8 Citation,Free Online Copy,Buy,Google Books,Goodreads,WorldCat,Horror Lex Summary,Films Discussed,Tags,HL Recommended,Photo
Further Exhumed: The Strange Case of Phantasm Ravager,"McNeill, Dustin",9780692057032 (paperback),2018,Harker Press,,,"McNeill, Dustin. Further Exhumed: The Strange Case of Phantasm Ravager. Harker, 2018.",,,https://www.google.com/books/edition/Further_Exhumed_The_Strange_Case_of_Phan/aCNiswEACAAJ?hl=en,https://www.goodreads.com/book/show/38256192-further-exhumed,,,Phantasm: Ravager (2016),"production, franchises, sequels",,MCNDUS2018
Taking Shape: Developing Halloween from Script to Scream,"McNeill, Dustin and Travis Mullins",9780578586816 (paperback),2019,Harker Press,,,"McNeill, Dustin and Travis Mullins. Taking Shape: Developing Halloween from Script to Scream. Harker, 2019.",,,https://www.google.com/books/edition/Taking_Shape/nuV_ygEACAAJ?hl=en,https://www.goodreads.com/book/show/53009512-taking-shape,http://www.worldcat.org/oclc/1127953597,"In the last few years, horror lovers have been gifted with comprehensive retrospectives on several horror franchises, but the Halloween series has been neglected until now. Authors McNeill and Mullins aim to provide an A-to-Z history of the original 1978 John Carpenter film and its many sequels and reboots (and sequels to the reboots, and reboots of the sequels) over the last 40 years. 

Taking Shape is structured chronologically by film, with the discussion almost entirely focused on the film's various texts: original and alternative versions of the script, the narrative and plot of the movie as filmed, deleted scenes, edited-for-television versions, directors' and producers' cuts, and post-film novelizations. Some readers, especially more casual Halloween fans, may find this tack overly repetitive or just plain dull. (If you don't care whether the first version of the Halloween 5 script had The Man in Black wearing a suit rather than a cowboy duster, this won't change things.) But slasher fans, by their nature, tend to love repetition and will probably revel in every new nugget of information (e.g., the scene with the retractable gym-floor pool that was cut out of cost concerns from Halloween: H20, which would have been a-ma-zing). And even for those well-versed in Hollywood Halloween lore, there will be plenty of new information here, including 17 new interviews with directors, writers, producers, and others involved in the making of the films.

The narrow focus of Taking Shape does mean that extra-textual consideration of the series is virtually absent. The only film that receives any deeper consideration is the original Halloween (1978), and the authors ultimately adopt the director's own infamous view of the film: in short, it's just about a guy who kills people, and everyone should stop looking for more meaning.","Black Christmas (1974)
Halloween (1978)
Halloween (2007)
Halloween (2018)
Halloween II (1981)
Halloween II (2009)
Halloween III: Season of the Witch (1982)
Halloween 4: The Return of Michael Myers (1988)
Halloween 5: The Revenge of Michael Myers (1989)
Halloween 6: The Curse of Michael Myers (1995)
Halloween H20: 20 Years Later (1998)
Halloween: Resurrection (2002)
Halloween (series) (1978-)
Hellraiser: Bloodline (1996)","John Carpenter, slashers, Michael Myers, sequels, franchises, 1980s, business, marketing, Hollywood, Rob Zombie, remakes, censorship, ratings system",,MCNDUS2019
Psycho: Behind the Scenes of the Classic Thriller,"Leigh, Janet and Christopher Nickens",9780517701126 (hardcover),1995,Harmony Books,,Out of print,"Leigh, Janet, and Christopher Nickens. Psycho: Behind the Scenes of the Classic Thriller. Harmony, 1995.",https://archive.org/details/psychobehindscen00leig [Internet Archive Lending Library],,https://www.google.com/books/edition/Psycho/03pZAAAAMAAJ?hl=en&gbpv=0,https://www.goodreads.com/book/show/695863.Psycho,http://www.worldcat.org/oclc/475615024,,Psycho (1960),Alfred Hitchcock,,LEIJAN1995
Masterworks of the German Cinema,"Manvell, Roger",9780064300476 (paperback),1973,Harper & Row,,Out of print,"Manvell, Roger. Masterworks of the German Cinema. Harper & Row, 1973.",https://archive.org/details/masterworksofger0000unse/mode/2up [Internet Archive Lending Library],,https://www.google.com/books/edition/Masterworks_of_the_German_cinema_The_Gol/DLP0xwEACAAJ?hl=en,https://www.goodreads.com/book/show/1037378.Masterworks_Of_The_German_Cinema,http://www.worldcat.org/oclc/748986218,"An odd book, which contains retellings of early German  films in narrative form. At least one was taken from the original shooting script (The Threepenny Opera); the others, provenance unknown.","The Golem, or How He Came into the World (1920)
M (1931)
Nosferatu (1922)
The Threepenny Opera (1931)","classics, silents, German",,
The Celluloid Closet: Homosexuality in the Movies,"Russo, Vito",9780060961329 (paperback),1981,Harper & Row,"Quality Paperback Book Club (revised ed., 1995)",Out of print,"Russo, Vito. The Celluloid Closet: Homosexuality in the Movies. 1981. Revised ed., Quality Paperback Book Club, 1995.","https://archive.org/details/celluloidcloseth00russ/mode/2up [Internet Archive Lending Library, revised ed.]",,https://www.google.com/books/edition/The_Celluloid_Closet/f6YwSZlsyJMC?kptab=overview,https://www.goodreads.com/book/show/374224.The_Celluloid_Closet,http://www.worldcat.org/oclc/898820597,,"Blood and Roses (1960)
The Bride of Frankenstein (1935)
Cruising (1980)
Dracula's Daughter (1936)
The Fan (1981)
The Fearless Vampire Killers (a.k.a. Dance of the Vampires) (1967)
Frankenstein (1931)
The Rocky Horror Picture Show (1975)
Vampyres (1974)","sexuality, homosexuality, queer, gay, lesbian, vampires, Frankenstein, James Whale",,
The Encyclopedia of Horror Movies,"Hardy, Phil (Ed.)","9780706427714 (hardcover)
9780060961466 (paperback)",1986,Harper & Row,,Out of print,"Hardy, Phil, editor. The Encyclopedia of Horror Movies. Harper & Row, 1986.",,,https://www.google.com/books/edition/The_Encyclopedia_of_Horror_Movies/-Rh1QgAACAAJ?kptab=editions&sa=X&ved=2ahUKEwjz6Y3ioZTsAhVp1lkKHdpgCzkQmBYwAHoECAIQBg,https://www.goodreads.com/book/show/1326319.The_Encyclopedia_of_Horror_Movies,http://www.worldcat.org/oclc/924850339,,,reference books,,
"Sex, Violence and the Media","Eysenck, H.J. and D.K.B. Nias","9780851171616 (hardcover)
9780060906849 (paperback)",1978,HarperCollins,,Out of print,"Eysenck, H.J. and D.K.B. Nias. Sex, Violence and the Media. HarperCollins, 1978.",,,https://www.google.com/books/edition/Sex_Violence_and_the_Media/njBvRAAACAAJ?kptab=editions&sa=X&ved=2ahUKEwj4oauC3pTsAhVgmHIEHfTsCx0QmBYwAnoECAAQBg,https://www.goodreads.com/book/show/592377.Sex_Violence_the_Media,http://www.worldcat.org/oclc/840317279,,,"violence, media",,
Video Trash & Treasures,"Morse, L.A.",9780002154390 (paperback),1989,HarperCollins,,Out of print,"Morse, L.A. Video Trash & Treasures. HarperCollins, 1989.",,,https://www.google.com/books/edition/Video_Trash_Treasures/0CUiOAAACAAJ?kptab=editions&sa=X&ved=2ahUKEwjGmNPH4JTsAhViRN8KHTDCCTQQmBYwAHoECAIQBw,https://www.goodreads.com/book/show/1836706.Video_Trash_Treasures,http://www.worldcat.org/oclc/772801219,,,"reference books, home video, cult",,
Video Trash & Treasures II,"Morse, L.A.",9780060972165 (paperback),1990,HarperCollins,,Out of print,"Morse, L.A. Video Trash & Treasures II. HarperCollins, 1990.",https://archive.org/details/videotrashtreasu00mors [Internet Archive Lending Library],,https://www.google.com/books/edition/Video_Trash_Treasures_II/QcaPzQEACAAJ?hl=en,https://www.goodreads.com/book/show/2588663-video-trash-and-treasures-ii,http://www.worldcat.org/oclc/810621484,,,"reference books, home video, cult",,
"Clive Barker, The Dark Fantastic","Winter, Douglas E.","9780066213927 (hardcover)
9780007150922 (paperback)",2002,HarperCollins,,Out of print,"Winter, Douglas E. Clive Barker, The Dark Fantastic. HarperCollins, 2002.",https://archive.org/details/clivebarker00doug [Internet Archive Lending Library],,https://www.google.com/books/edition/Clive_Barker/E4qddWwHFUgC?kptab=editions&sa=X&ved=2ahUKEwic9ZvB25TsAhUrU98KHd3PD2EQmBYwAHoECAQQBw,https://www.goodreads.com/book/show/1989323.Clive_Barker,http://www.worldcat.org/oclc/865165298,,"Candyman (1992)
Candyman: Farewell to the Flesh (1995)
Gods and Monsters (1998)
Hellbound: Hellraiser II (1988)
Hellraiser (1987)
Hellraiser III: Hell on Earth (1992)
Lord of Illusions (1995)
Nightbreed (1990)
Rawhead Rex (1986)","Clive Barker, biography",,
The Book of Lists: Horror,"Wallace, Amy; Del Howison; and Scott Bradley ","9780061537264 (paperback)
9780061982378 (ebook)",2008,HarperCollins,,https://www.harpercollins.com/products/the-book-of-lists-horror-amy-wallacedel-howisonscott-bradley?variant=32207599665186,"Wallace, Amy, et al. The Book of Lists: Horror. HarperCollins, 2008.",,,https://www.google.com/books/edition/The_Book_of_Lists_Horror/holVcyk2YLwC?kptab=editions&gbpv=0,https://www.goodreads.com/book/show/3049159-the-book-of-lists,http://www.worldcat.org/oclc/1016079665,,,reference books,,
Clive Barker's A to Z of Horror,"Barker, Clive and Stephen Jones","9780061052774 (hardcover)
9780061053672 (paperback)",1997,HarperPrism,,Out of print,,,,https://www.google.com/books/edition/_/JdL3HAAACAAJ?kptab=getbook,https://www.goodreads.com/book/show/52636.Clive_Barker_s_A_Z_of_Horror,http://www.worldcat.org/oclc/39932518,,,Clive Barker,,
Antichrist: Two Thousand Years of the Human Fascination with Evil,"McGinn, Bernard","9780060655433 (hardcover)
9780060652821 (paperback)",1994,HarperSanFrancisco,Columbia University Press (1999),https://cup.columbia.edu/book/antichrist/9780231119771,"McGinn, Bernard. Antichrist: Two Thousand Years of the Human Fascination with Evil. 1994. Columbia UP, 1999.",https://archive.org/details/antichrist00bern [Internet Archive Lending Library],,https://www.google.com/books/edition/_/0OPYAAAAMAAJ?sa=X&ved=2ahUKEwiGyv_Y4ZTsAhXuoXIEHb9eA6gQ7_IDMBN6BAgTEAM,https://www.goodreads.com/book/show/1530480.Antichrist,http://www.worldcat.org/oclc/42296361,"A history of all things devil-ish, with a very brief note (two pages) on two major cinematic incarnations of Satan: Rosemary's Baby and The Omen.","Damien: Omen II (1978)
The Final Conflict [The Omen III] (1981)
The Omen (1976)
Rosemary's Baby (1968)","devil, Satan",,MCGBER1994
Images of Horror and Fantasy,"Schiff, Gert","9780856706578 (hardcover, 1980)
9780856706585 (paperback, 1980)",1979,Harry N. Abrams,Academy Editions (1980),Out of print,"Schiff, Gert. Images of Horror and Fantasy. 1979. Academy Editions, 1980.",,,https://www.google.com/books/edition/_/djw_KAAACAAJ?hl=en&sa=X&ved=2ahUKEwiW6L6ohsHsAhWchXIEHY0QAPYQ8fIDMBZ6BAgKEAk,https://www.goodreads.com/book/show/2743281-images-of-horror-and-fantasy,http://www.worldcat.org/oclc/1166905481,,,,,
Hollywood Horror: From Gothic to Cosmic,"Vieira, Mark A.",9780810945357 (hardcover),2003,Harry N. Abrams,,Out of print,"Vieira, Mark A. Hollywood Horror: From Gothic to Cosmic. Harry N. Abrams, 2003.",https://archive.org/details/hollywoodhorrorf0000viei [Internet Archive Lending Library],,https://www.google.com/books/edition/Hollywood_Horror/QyR2QgAACAAJ?hl=en,https://www.goodreads.com/book/show/257092.Hollywood_Horror,http://www.worldcat.org/oclc/51942518,,"(Partial list)

2001: A Space Odyssey (1968)
Bedlam (1946)
Beginning of the End (1957)
The Black Cat (1934)
The Birds (1963)
The Body Snatcher (1945)
The Bride of Frankenstein (1935)
Bride of the Monster (1955)
The Cabinet of Dr. Caligari (1920)
The Cat and the Canary (1927)
The Cat and the Canary (1939)
Cat People (1942)
Creature from the Black Lagoon (1954)
Dr. Jekyll and Mr. Hyde (1931)
Dr. Jekyll and Mr. Hyde (1941)
Dracula (1931)
Dracula's Daughter (1936)
The Fly (1958)
Forbidden Planet (1956)
Frankenstein (1931)
Freaks (1932)
From Hell It Came (1957)
The Golem, or How He Came into the World (1920)
Homicidal (1961)
The Hunchback of Notre Dame (1923)
Hush…Hush, Sweet Charlotte (1964)
I Married a Monster from Outer Space (1958)
I Walked With a Zombie (1943)
I Was a Teenage Frankenstein (1957)
I Was a Teenage Werewolf (1957)
The Incredible Shrinking Man (1957)
Invaders from Mars (1953)
Invasion of the Body Snatchers (1956)
Island of Lost Souls (1932)
It Came From Outer Space (1953)
King Kong (1933)
Kiss Me Deadly (1955)
The Leech Woman (1960)
The Leopard Man (1943)
The Lodger (1944)
Mad Love (1935)
The Man Who Laughs (1928)
Mark of the Vampire (1935)
The Mask of Fu Manchu (1932)
Metropolis (1927)
The Mole People (1956)
The Mummy (1932)
Mystery of the Wax Museum (1933)
Nosferatu (1922)
Not of this Earth (1957)
The Old Dark House (1932)
The Phantom of the Opera (1925)
The Picture of Dorian Gray (1945)
Psycho (1960)
The Raven (1963)
Rosemary's Baby (1968)
The Seventh Victim (1943)
Son of Frankenstein (1939)
Them! (1954)
The Thing from Another World (1951)
This Island Earth (1955)
The War of the Worlds (1953)
Werewolf of London (1935)
What Ever Happened to Baby Jane? (1962)
The Wolf Man (1941)","classics, gothic, expressionism, Lon Chaney Senior, Tod Browning, Bela Lugosi, Boris Karloff, James Whale, Universal, Val Lewton, sci fi, science fiction, Alfred Hitchcock, William Castle, AIP, Roger Corman, King Kong, monsters, Hollywood, production, business, Stanley Kubrick",,
Hitchcock: The Murderous Gaze,"Rothman, William","9781438443171 (hardcover)
9781438443164 (paperback)
9781438443188 (ebook)",1982,Harvard University Press,"SUNY Press (2nd ed., 2012)",Out of print,"Rothman, William. Hitchcock: The Murderous Gaze. 1982. 2nd ed., SUNY, 2012.","https://archive.org/details/hitchcockmurdero0000roth [Internet Archive Lending Library, 1st ed.]",,https://www.google.com/books/edition/Hitchcock_Second_Edition/QGJDVopbQOYC?kptab=editions&sa=X&ved=2ahUKEwjxzuHRm6PrAhX5j3IEHSiXBOMQmBYwAHoECAAQCA,https://www.goodreads.com/book/show/14986362-hitchcock,http://www.worldcat.org/oclc/752471730,,"The 39 Steps (1935)
The Lodger: A Story of the London Fog (1927)
Murder! (1930)
Psycho (1960)
Shadow of a Doubt (1943)","Alfred Hitchcock, thrillers",,ROTWIL1982
Making Meaning: Inference and Rhetoric in the Interpretation of Cinema,"Bordwell, David","9780674543355 (hardcover)
9780674543362 (paperback)
9780674028531 (ebook)",1989,Harvard University Press,,https://www.hup.harvard.edu/catalog.php?isbn=9780674543362,"Bordwell, David. Making Meaning: Inference and Rhetoric in the Interpretation of Cinema. Harvard UP, 1989.",https://epdf.pub/making-meaning-inference-and-rhetoric-in-the-interpretation-of-cinema.html,,https://www.google.com/books/edition/Making_Meaning/-zSyZWoH1loC?kptab=editions&sa=X&ved=2ahUKEwjF87utmKPrAhWignIEHb9sAdIQmBYwAHoECAQQCQ,https://www.goodreads.com/book/show/72370.Making_Meaning,http://www.worldcat.org/oclc/757068534,,"Rhetoric in Action: Seven Models of Psycho
・Psycho (1960)",Alfred Hitchcock,,BORDAV1989
"Nightmare on Main Street: Angels, Sadomasochism, and the Culture of Gothic","Edmundson, Mark","9780674874848 (hardcover)
9780674624634 (paperback)",1997,Harvard University Press,,https://www.hup.harvard.edu/catalog.php?isbn=9780674624634,"Edmundson, Mark. Nightmare on Main Street: Angels, Sadomasochism, and the Culture of Gothic. Harvard UP, 1997.",https://archive.org/details/nightmareonmains00edmu [Internet Archive Lending Library],,https://www.google.com/books/edition/Nightmare_on_Main_Street/elFTClWDOs0C?kptab=editions&sa=X&ved=2ahUKEwiq-97KmqPrAhWmknIEHRQHAWEQmBYwAHoECAEQCA,https://www.goodreads.com/book/show/267343.Nightmare_on_Main_Street,http://www.worldcat.org/oclc/1159856514,"""[I]n '90s America it seemed that almost everyone was tied up, in one way or another, with the Gothic,"" author Edmundson observes. Stephen King, R.L. Stine, and Anne Rice books were in every home, The X-Files was on TV, and a Hannibal Lecter movie won Best Picture. 

Putting aside the obvious, the author focuses on The Gothic (""the art of haunting"") in more hidden nooks of the decade, spurred by our pre-millennial anxiety and need to find deeper meaning in the darkness due to our sharply decreased reliance on religiosity. This includes the O.J. Simpson case, which Edmundson argues is a ""Gothic slasher"" and classic Jekyll-and-Hyde tale; afternoon talk shows, which wallow in trauma, recovered memories, and historical retellings; and even the ""pop transcendent,"" anti-Gothic celebrated in Forrest Gump. 

In short, there is no element of 1990s pop culture or tabloid news (Tanya Harding!) that Edmundson cannot wedge into a Gothic box. The author gives shallow treatment to horror fims, but seeing him move from Freddy Kreuger to The Lion King to Camille Paglia to Foucault in the space of a few pages is a stunt some may want to see for themselves.","Carrie (1976)
The Fly (1986)
Forrest Gump (1993)
Frankenstein (1931)
Jurassic Park (1993)
The Lion King (1994)
Mary Shelley's Frankenstein (1994)
A Nightmare Before Christmas (1993)
A Nightmare on Elm Street (1984)
A Nightmare on Elm Street 3: Dream Warriors (1987)
Psycho (1960)
Rambo: First Blood, Part II (1985)
The Silence of the Lambs (1991)
The Texas Chain Saw Massacre (1974)
The Texas Chainsaw Massacre 2 (1986)
Wes Craven's New Nightmare (1994)","gothic, history, sociology",,EDMMAR1997
Planet Hong Kong: Popular Cinema and the Art of Entertainment,"Bordwell, David","9780983244011 (hardcover, 2011)
9780674002142 (paperback, 2000)",2000,Harvard University Press,"Irvington Way Institute Press (2nd ed., 2011)",Out of print,"Bordwell, David. Planet Hong Kong: Popular Cinema and the Art of Entertainment. 2000. 2nd ed., Irvington Way Institute, 2011.",https://epdf.pub/planet-hong-kong-popular-cinema-and-the-art-of-entertainment-second-edition.html,,https://www.google.com/books/edition/_/Zle9fkPUWZ0C?sa=X&ved=2ahUKEwjH8YmDm6PrAhWKl3IEHYDOCwcQre8FMBJ6BAgPEAY,https://www.goodreads.com/book/show/779491.Planet_Hong_Kong,http://www.worldcat.org/oclc/255817447,,"(Partial list)

The Day That Doesn't Exist (a.k.a. February 20) (1995)
Dumplings (2004)
Mr. Vampire (Geung see sin sang) (1985)
Three…Extremes (2004)","China, Chinese, Hong Kong",,
A New Literary History of America,"Marcus, Greil and Werner Sollors (Eds.)","9780674035942 (hardcover)
9780674064102 (paperback)
9780674054219 (ebook)",2009,Harvard University Press,,https://www.hup.harvard.edu/catalog.php?isbn=9780674064102,"Marcus, Greil, and Werner Sollors, editors. A New Literary History of America. Harvard UP, 2009.",,,https://www.google.com/books/edition/_/-D6HpwAACAAJ?sa=X&ved=2ahUKEwj6kpPgmaPrAhX1j3IEHRZ4B_8Q7_IDMBR6BAgREAI,https://www.goodreads.com/book/show/13606454-a-new-literary-history-of-america,http://www.worldcat.org/oclc/1090164275,,"Beard, William - 1960. Alfred Hitchcock engineers the violent death of Hollywood classicism: Psycho
・Psycho (1960)",Alfred Hitchcock,,
"Gothicka: Vampire Heroes, Human Gods, and the New Supernatural","Nelson, Victoria","9780674050143 (hardcover)
9780674725928 (paperback)
9780674065406 (ebook)",2012,Harvard University Press,,https://www.hup.harvard.edu/catalog.php?isbn=9780674725928,"Nelson, Victoria. Gothicka: Vampire Heroes, Human Gods, and the New Supernatural. Harvard UP, 2012.",,,https://www.google.com/books/edition/Gothicka/KeTmjxcT0g8C?kptab=editions&sa=X&ved=2ahUKEwjn692KmqPrAhUjmHIEHbwLAr0QmBYwAHoECAEQCA,https://www.goodreads.com/book/show/17804413-gothicka,http://www.worldcat.org/oclc/1050283896,,"(Partial list)

Blade (1998)
Blood: The Last Vampire (2000)
The Devil's Backbone (2001)
Pan's Labyrinth (2006)
Thirst (2009)
White Zombie (1932)","gothic, vampires, Guillermo del Toro, zombies",,
Into the Unknown: The Fantastic Life of Nigel Kneale,"Murray, Andy","9781909394469 (paperback)
9781909394476 (ebook)",2006,Headpress,"Headpress (revised ed., 2017)",https://headpress.com/product/into-the-unknown/,"Murray, Andy. Into the Unknown: The Fantastic Life of Nigel Kneale. 2006. Revised ed., Headpress, 2017.",,,https://www.google.com/books/edition/Into_The_Unknown/OI5XDwAAQBAJ?hl=en&gbpv=0,https://www.goodreads.com/book/show/32566171-into-the-unknown,http://www.worldcat.org/oclc/1002029216,,"(Partial list)

Quatermass and the Pit (1967)
The Quatermass Xperiment (a.k.a. The Creeping Unknown) (1955)
Quatermass II (1957)
The Stone Tape (TV) (1972)","biography, television, TV, sci fi, science fiction, Great Britain, British, England, English, United Kingdom",,
Trashfiend: Disposable Horror Culture of the 1960s & 1970s,"Stine, Scott","9781900486569 (paperback)
9781909394025 (ebook)",2009,Headpress,,https://headpress.com/product/trashfiend/,"Stine, Scott. Trashfiend: Disposable Horror Culture of the 1960s & 1970s. Headpress, 2009.",,,https://www.google.com/books/edition/Trashfiend/EI5XDwAAQBAJ?hl=en&gbpv=0,https://www.goodreads.com/book/show/853824.Trashfiend,http://www.worldcat.org/oclc/600347906,,,"1960s, 1970s, cult",,
Cult People: Tales From Hollywood's Exploitation A-List,"Loreti, Nicanor","9781900486743 (paperback)
9781900486941 (ebook)",2010,Headpress,,https://headpress.com/product/cult-people/,"Loreti, Nicanor. Cult People: Tales From Hollywood's Exploitation A-List. Headpress, 2010.",,,https://www.google.com/books/edition/Cult_People/9o1XDwAAQBAJ?kptab=editions&sa=X&ved=2ahUKEwjpn77egajrAhVwmHIEHcFrAcwQmBYwAHoECAMQCA,https://www.goodreads.com/book/show/10137512-cult-people,http://www.worldcat.org/oclc/756990982,,,"Herschell Gordon Lewis, Wes Craven, Goblin, cult, exploitation",,
Dark Stars Rising: Conversations from the Outer Realms,"Rupe, Shade",9781900486699 (paperback),2010,Headpress,,https://headpress.com/product/dark-stars-rising/,"Rupe, Shade. Dark Stars Rising: Conversations from the Outer Realms. Headpress, 2010.",,,https://www.google.com/books/edition/Dark_Stars_Rising/brSTPgAACAAJ?hl=en,https://www.goodreads.com/book/show/6607759-dark-stars-rising,http://www.worldcat.org/oclc/758976687,,,,,RUPSHA2010
Bleeding Skull! A 1980s Trash-Horror Odyssey,"Ziemba, Joseph A. and Dan Budnik","9781900486880 (paperback)
9781909394148 (ebook)",2013,Headpress,,https://headpress.com/product/bleeding-skull-special-edition/,"Ziemba, Joseph A., and Dan Budnik. Bleeding Skull! A 1980s Trash-Horror Odyssey. Headpress, 2013.",,,https://www.google.com/books/edition/Bleeding_Skull/Go5XDwAAQBAJ?hl=en&gbpv=0,https://www.goodreads.com/book/show/17819536-bleeding-skull,http://www.worldcat.org/oclc/841673350,,,"cult, exploitation, 1980s, reference books",,ZIEJOE2013
"Offbeat: British Cinema's Curiosities, Obscurities, and Forgotten Gems","Upton, Julian (Ed.)","9781900486835 (paperback)
9781909394049 (ebook)",2013,Headpress,,https://headpress.com/product/offbeat/,"Upton, Julian, editor. Offbeat: British Cinema's Curiosities, Obscurities, and Forgotten Gems. Headpress, 2013.",,,https://www.google.com/books/edition/Offbeat/CI5XDwAAQBAJ?kptab=editions&sa=X&ved=2ahUKEwiJu8X3hKjrAhWRlHIEHaJmBtYQmBYwAHoECAEQBw,https://www.goodreads.com/book/show/16222366-offbeat,http://www.worldcat.org/oclc/851988022,,"The Abominable Snowman (a.k.a. The Snow Creature) (1957)
And Soon the Darkness (1970)
Cosmic Monsters (a.k.a. The Strange World of Planet X) (1958)
The Crawling Eye (a.k.a. The Trollenberg Terror) (1958)
Devil Doll (1964)
The Earth Dies Screaming (1964)
Ghost Story (1974)
Girly (a.k.a. Mumsy, Nanny, Sonny & Girly) (1970)
Goodbye Gemini (1970)
Horrors of the Black Museum (1959)
The House in Nightmare Park (1973)
Lifeforce (1985)
No Blade of Grass (1970)
Symptoms (1974)
Twisted Nerve (1968)
Witchcraft (1964)
X the Unknown (1956)","Great Britain, British, England, English, United Kingdom, cult",,
Xerox Ferox: The Wild World of the Horror Film Fanzine,"Szpunar, John","9781909394100 (paperback)
9781909394117 (ebook)",2013,Headpress,,https://headpress.com/product/xeroxferox-2/,"Szpunar, John. Xerox Ferox: The Wild World of the Horror Film Fanzine. Headpress, 2013.",,,https://www.google.com/books/edition/Xerox_Ferox/HI5XDwAAQBAJ?kptab=editions&sa=X&ved=2ahUKEwjkrpKWhqjrAhU8mHIEHUJADz4QmBYwAHoECAQQCA,https://www.goodreads.com/book/show/17556440-xerox-ferox,http://www.worldcat.org/oclc/829738190,,,"fan culture, zines, cult",,
